商品ID,商品規格ID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,販売制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
4,189,0,11,,10巻,,,日東NO720Aペイントエース 12ミリ×18m,1,,,,,,,,カラー/むらさき,08181114_59964d80ba38d.jpg,"【一般建築用】
巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",08181114_59964d87a9989.jpg,08181114_59964d8d8bf3c.jpg,単位,10巻,,,,,,,,,,,,,,,,,,,2,0,1,A - 1,1,0,,,370,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
4,188,0,12,,100巻,,,日東NO720Aペイントエース 12ミリ×18m,1,,,,,,,,カラー/むらさき,08181114_59964d80ba38d.jpg,"【一般建築用】
巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",08181114_59964d87a9989.jpg,08181114_59964d8d8bf3c.jpg,単位,10巻,,,,,,,,,,,,,,,,,,,2,0,1,A - 2,1,0,,,3480,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
8,155,0,15,,7巻,,,日東NO720Aペイントエース 18ミリ×18m,1,,,,,,,,カラー/むらさき,,"【一般建築用】巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",,,単位,7巻,,,,,,,,,,,,,,,,,,,2,0,1,A - 5,3,0,,,390,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
8,154,0,16,,70巻,,,日東NO720Aペイントエース 18ミリ×18m,1,,,,,,,,カラー/むらさき,,"【一般建築用】巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",,,単位,7巻,,,,,,,,,,,,,,,,,,,2,0,1,A - 6,3,0,,,3650,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
10,163,0,17,,6巻,,,日東NO720Aペイントエース 20ミリ×18m,1,,,,,,,,カラー/むらさき,,"【一般建築用】巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",,,単位,6巻,,,,,,,,,,,,,,,,,,,2,0,1,A - 7,4,0,,,370,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
10,162,0,18,,60巻,,,日東NO720Aペイントエース 20ミリ×18m,1,,,,,,,,カラー/むらさき,,"【一般建築用】巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",,,単位,6巻,,,,,,,,,,,,,,,,,,,2,0,1,A - 8,4,0,,,3480,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
12,171,0,19,,5包,,,日東NO720Aペイントエース 24ミリ×18m,1,,,,,,,,カラー/むらさき,,"【一般建築用】巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",,,単位,5包,,,,,,,,,,,,,,,,,,,2,0,1,A - 9,5,0,,,370,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
12,170,0,20,,50巻,,,日東NO720Aペイントエース 24ミリ×18m,1,,,,,,,,カラー/むらさき,,"【一般建築用】巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",,,単位,5包,,,,,,,,,,,,,,,,,,,2,0,1,A - 10,5,0,,,3480,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
6,147,0,13,,8巻,,,日東NO720Aペイントエース 15ミリ×18m,1,,,,,,,,カラー/むらさき,,"【一般建築用】巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",,,単位,8巻,,,,,,,,,,,,,,,,,,,2,0,1,A - 3,2,0,,,370,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
6,146,0,14,,80巻,,,日東NO720Aペイントエース 15ミリ×18m,1,,,,,,,,カラー/むらさき,,"【一般建築用】巻き戻しもスムーズで、直線がきれいに仕上がります。はがす時もほとんど切れません。",,,単位,8巻,,,,,,,,,,,,,,,,,,,2,0,1,A - 4,2,0,,,3480,,0,,,,,,,,,,,,,,,1,NEW,9,マスキングテープ・シーリングテープ
